URI,Label,Project,Project URI,Item Category,Last Updated,Authorship,Latitude (WGS-84),Longitude (WGS-84),Geospatial note,Early Date (BCE/CE),Late Date (BCE/CE),Context URI,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Has anatomical identification [URI],Has anatomical identification [Label],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has physiological sex determination [URI],Has physiological sex determination [Label],Bone Preservation,Bone Box #,Skeletal Area,Bone Catalogue #,Cut/Gnaw Marks?,Common Name,Side,NISP,Part,Element,Date,Distal Fused?,Bucket #,Articulates/Pair with?,Taxon,Principle Author / Analyst,Comments,Proximal Fused?,Notes on Tag,Level,NISP (Number of Identified Specimens),Bp,% Preserved,Locus notes,Age 1,Locus notes 2,GL,Age 2,SD,DD,Bd,Burnt?,Dlv/Blc/Dlt*,Sex,length of spur,link,Pathology?,Sequence #,Field Catalogue #,Bone Preservation 2,DC,Dp,Sequence # 2,Dmv/Bmc/Dmt*,Bp (unfused),GL (prox unfused),Glpe,BFp,GL (approx.),BG,LG,GLP,Hn,SLC,Bd(u),Bd (unfused),BPC,LO (unfused),DPA,SDO,LO,GL (unfused),Bp(u),GL(approx),Bt,Hd,BFd,GB,GH
http://opencontext.org/subjects/ED5C93CA-06B6-419A-BC50-7158724A5D27,Bone GT-2906,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/3C1B239C-356E-4F40-DB29-DE632F6A31DF,Bone GT-2905,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/BCA7EB3F-45CB-48D5-449F-8F17F9D9EB2A,Bone GT-2904,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/3D19DB84-D14E-4F92-4700-C04AF1C6DE1B,Bone GT-2903,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/6D0900E8-10EC-44DD-ACEC-B587A88A1834,Bone GT-2900,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/CCC4EB50-136D-4AC1-3974-92FE069313BE,Bone GT-2901,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/FDF7B4EC-566A-49FF-09B1-84B01D6083A2,Bone GT-2899,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/195E1E36-6A25-4661-9CC0-FE49A8AAE835,Bone GT-2898,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/8DA70C8A-65C8-448A-D66F-A09E1E3BE8D4,Bone GT-2897,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/E234D98F-CBC9-4F27-FDBB-437467844F10,Bone GT-2895,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/77972A87-6D70-4079-A812-DCB3769E3415,Bone GT-2896,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/FD4E47E9-5C9C-46B9-BAE2-642D8E70FC92,Bone GT-2894,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/7AC15750-600D-4AD1-09B8-9CB22F334532,Bone GT-2893,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/190CBD9D-4271-44E5-61F9-9F56184ADEFE,Bone GT-2892,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/DC4EE516-5853-4206-49C5-AAF1C2EF06E4,Bone GT-2889,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/3A19EFB0-1E87-414D-255E-44371224EC7B,Bone GT-2891,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/E9592535-AFC8-4133-0198-873926C65C6A,Bone GT-2890,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/637025B8-B435-447E-4D27-903654DD45FD,Bone GT-2887,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/90311506-12CD-4C02-2F9B-CC8A66600136,Bone GT-2886,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/AD18BF82-8DE6-47E0-A9D2-296BED7D2E52,Bone GT-2885,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/0D3053D8-AAB2-492B-27D1-B438C7F0043D,Bone GT-2884,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/CA778A2B-61F8-46D8-FC24-9E73A86DA3F2,Bone GT-2882,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/C8071ADA-23FB-4CB5-B422-C2ACFB64BFD9,Bone GT-2883,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/9B5F0A4C-0D5A-43AD-AE9C-4C6E05B4FE98,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 21,Seq. 89227?,,,http://eol.org/pages/695,Aves,,,,Box 8,,B02-14,,indeterminate bird,,,,RFFS,2002-06-30 00:00:00,,not provided,,"bird, indeterminate",Sarah W. Kansa,,,"ESL (no tag- writing is only on bag, very difficult to read)",,1.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/AFBEC7D4-6D61-442F-6536-5A5591503664,Bone GT-2385,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/93587B2F-507B-48BC-9E24-2CAA409B0434,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 23,Seq. 89260,http://purl.obolibrary.org/obo/UBERON_0000981,femur,http://eol.org/pages/1047278,"Ammoperdix heyi (Temminck, 1825)",,,,Box 9,upper hindlimb,B27,,Sand partridge,Left,,nearly complete,femur,2002-07-04 00:00:00,y,B27,,Ammoperdix heyi,Sarah W. Kansa,,y,,,1.0,12.7,3/4 of original bone,23.0,adult,,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/540D533C-5C84-4052-F773-A75189B8D657,Bone GT-2384,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/93587B2F-507B-48BC-9E24-2CAA409B0434,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 23,Seq. 89260,http://purl.obolibrary.org/obo/UBERON_0000981,femur,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",,,,Box 9,upper hindlimb,B27,,Chicken,Left,,Complete,femur,2002-07-04 00:00:00,y,B27,,Gallus gallus,Sarah W. Kansa,,y,,,1.0,15.1,Complete,23.0,adult,,76.1,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/66932630-5025-4E03-C3A4-6D822D622771,Bone GT-2641,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/0F559C0F-0D70-4322-153C-7DC470769D68,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 25,Seq. 89274,http://purl.obolibrary.org/obo/UBERON_0001474,bone,http://eol.org/pages/695,Aves,,,,Box 9,,NA,,indeterminate bird,,,frag,long bone,2002-07-25 00:00:00,,B29,,"bird, indeterminate",Sarah W. Kansa,,,,,1.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/C04383C1-D706-4627-B787-9E0DAD7725F8,Bone GT-1208,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/431DF752-04F8-4AA2-BC1B-56B0A1F9BEE9,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 25,Seq. 89236,,,http://eol.org/pages/2775704,Osteichthyes,,,,Box 3,,B24,,fish,,,,RFFS,2002-07-01 00:00:00,,B02-98,,Fish,Sarah W. Kansa,,,,,0.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/2F2386C0-92A6-4F12-0868-3497083DAF01,Bone GT-1207,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/431DF752-04F8-4AA2-BC1B-56B0A1F9BEE9,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 25,Seq. 89236,,,http://eol.org/pages/2775704,Osteichthyes,,,,Box 3,,B24,,fish,,,,RFFS,2002-07-01 00:00:00,,B02-98,,Fish,Sarah W. Kansa,,,,,1.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/D5788F33-C6C7-4118-F04B-658789C4E3A6,Bone GT-1206,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/431DF752-04F8-4AA2-BC1B-56B0A1F9BEE9,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 25,Seq. 89236,http://purl.obolibrary.org/obo/UBERON_0004743,coracoid bone,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",,,,Box 3,,B24,,Chicken,Right,,prox shaft,coracoid,2002-07-01 00:00:00,,B02-98,not same individual as GT-1205,Gallus gallus,Sarah W. Kansa,,y,,,1.0,,3/4 of original bone,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/2DB5D45F-1D7C-4567-D6C7-71337FBA7001,Bone GT-1204,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/431DF752-04F8-4AA2-BC1B-56B0A1F9BEE9,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 25,Seq. 89236,http://purl.obolibrary.org/obo/UBERON_0008194,tibiotarsus,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",,,,Box 3,,B24,,Chicken,Right,,distal shaft,tibiotarsus,2002-07-01 00:00:00,y,B02-98,,Gallus gallus,Sarah W. Kansa,modern break,,,,1.0,,1/4 of orignial bone,25.0,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/AD5C2AA2-7CBC-4619-C27C-5E380F4376E4,Bone GT-1203,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/431DF752-04F8-4AA2-BC1B-56B0A1F9BEE9,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 25,Seq. 89236,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",,,,Box 3,upper forelimb,B24,,Chicken,Right,,Complete,radius,2002-07-01 00:00:00,y,B02-98,,Gallus gallus,Sarah W. Kansa,,y,,,1.0,,Complete,25.0,,,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
